REFERENCE_PERIOD,NAICS,STATUS,CALCULATED_VALUE
2003-05-01,Machinery manufacturing,,2772000000.0
2003-05-01,Computer and electronic product manufacturing,,1479000000.0
2003-05-01,"Electrical equipment, appliance and component manufacturing",,1029000000.0
2003-05-01,Transportation equipment manufacturing,,10758000000.0
2003-05-01,Motor vehicle manufacturing,,5340000000.0
2003-05-01,Motor vehicle body and trailer manufacturing,,338000000.0
2003-05-01,Motor vehicle parts manufacturing,,2645000000.0
2003-05-01,Aerospace product and parts manufacturing,,1712000000.0
2003-05-01,Railroad rolling stock manufacturing,,307000000.0
2003-05-01,Ship and boat building,,183000000.0
2003-05-01,Other transportation equipment manufacturing,,233000000.0
2003-05-01,Furniture and related product manufacturing,,1331000000.0
2003-05-01,Miscellaneous manufacturing,,1001000000.0
2003-06-01,"Total, durable and non-durable goods",,57310000000.0
2003-06-01,Non-durable goods,,27231000000.0
2003-06-01,Food manufacturing,,6833000000.0
2003-06-01,Beverage and tobacco product manufacturing,,1410000000.0
2003-06-01,Textile mills,,344000000.0
2003-06-01,Textile product mills,,299000000.0
2003-06-01,Apparel manufacturing,,684000000.0
2003-06-01,Leather and allied product manufacturing,,74000000.0
2003-06-01,Paper manufacturing,,3059000000.0
2003-06-01,Printing and related support activities,,1127000000.0
2003-06-01,Petroleum and coal products manufacturing,,5623000000.0
2003-06-01,Chemical manufacturing,,5044000000.0
2003-06-01,Plastics and rubber products manufacturing,,2734000000.0
2003-06-01,Durable goods,,30079000000.0
2003-06-01,Wood product manufacturing,,3102000000.0
2003-06-01,Non-metallic mineral product manufacturing,,1271000000.0
2003-06-01,Primary metal manufacturing,,4627000000.0
2003-06-01,Fabricated metal product manufacturing,,3606000000.0
2003-06-01,Machinery manufacturing,,2691000000.0
2003-06-01,Computer and electronic product manufacturing,,1665000000.0
2003-06-01,"Electrical equipment, appliance and component manufacturing",,1011000000.0
2003-06-01,Transportation equipment manufacturing,,9716000000.0
2003-06-01,Motor vehicle manufacturing,,5133000000.0
2003-06-01,Motor vehicle body and trailer manufacturing,,313000000.0
2003-06-01,Motor vehicle parts manufacturing,,2682000000.0
2003-06-01,Aerospace product and parts manufacturing,,829000000.0
2003-06-01,Railroad rolling stock manufacturing,,332000000.0
2003-06-01,Ship and boat building,,162000000.0
2003-06-01,Other transportation equipment manufacturing,,264000000.0
2003-06-01,Furniture and related product manufacturing,,1358000000.0
2003-06-01,Miscellaneous manufacturing,,1032000000.0
2003-07-01,"Total, durable and non-durable goods",,59091000000.0
2003-07-01,Non-durable goods,,27576000000.0
2003-07-01,Food manufacturing,,6993000000.0
2003-07-01,Beverage and tobacco product manufacturing,,1415000000.0
2003-07-01,Textile mills,,330000000.0
2003-07-01,Textile product mills,,309000000.0
2003-07-01,Apparel manufacturing,,707000000.0
2003-07-01,Leather and allied product manufacturing,,78000000.0
2003-07-01,Paper manufacturing,,3072000000.0
2003-07-01,Printing and related support activities,,1144000000.0
2003-07-01,Petroleum and coal products manufacturing,,5723000000.0
2003-07-01,Chemical manufacturing,,4943000000.0
2003-07-01,Plastics and rubber products manufacturing,,2862000000.0
2003-07-01,Durable goods,,31515000000.0
2003-07-01,Wood product manufacturing,,3103000000.0
2003-07-01,Non-metallic mineral product manufacturing,,1308000000.0
2003-07-01,Primary metal manufacturing,,4976000000.0
2003-07-01,Fabricated metal product manufacturing,,3729000000.0
2003-07-01,Machinery manufacturing,,2933000000.0
2003-07-01,Computer and electronic product manufacturing,,1579000000.0
2003-07-01,"Electrical equipment, appliance and component manufacturing",,1017000000.0
2003-07-01,Transportation equipment manufacturing,,10463000000.0
2003-07-01,Motor vehicle manufacturing,,5408000000.0
2003-07-01,Motor vehicle body and trailer manufacturing,,339000000.0
2003-07-01,Motor vehicle parts manufacturing,,2683000000.0
2003-07-01,Aerospace product and parts manufacturing,,1383000000.0
2003-07-01,Railroad rolling stock manufacturing,,185000000.0
2003-07-01,Ship and boat building,,189000000.0
2003-07-01,Other transportation equipment manufacturing,,276000000.0
2003-07-01,Furniture and related product manufacturing,,1331000000.0
2003-07-01,Miscellaneous manufacturing,,1075000000.0
2003-08-01,"Total, durable and non-durable goods",,56625000000.0
2003-08-01,Non-durable goods,,27053000000.0
2003-08-01,Food manufacturing,,7082000000.0
2003-08-01,Beverage and tobacco product manufacturing,,1448000000.0
2003-08-01,Textile mills,,344000000.0
2003-08-01,Textile product mills,,299000000.0
2003-08-01,Apparel manufacturing,,686000000.0
2003-08-01,Leather and allied product manufacturing,,76000000.0
2003-08-01,Paper manufacturing,,3041000000.0
2003-08-01,Printing and related support activities,,1112000000.0
2003-08-01,Petroleum and coal products manufacturing,,5535000000.0
2003-08-01,Chemical manufacturing,,4738000000.0
2003-08-01,Plastics and rubber products manufacturing,,2692000000.0
2003-08-01,Durable goods,,29572000000.0
2003-08-01,Wood product manufacturing,,3127000000.0
2003-08-01,Non-metallic mineral product manufacturing,,1324000000.0
2003-08-01,Primary metal manufacturing,,4544000000.0
2003-08-01,Fabricated metal product manufacturing,,3557000000.0
2003-08-01,Machinery manufacturing,,2737000000.0
2003-08-01,Computer and electronic product manufacturing,,1687000000.0
2003-08-01,"Electrical equipment, appliance and component manufacturing",,1029000000.0
2003-08-01,Transportation equipment manufacturing,,9157000000.0
2003-08-01,Motor vehicle manufacturing,,4301000000.0
2003-08-01,Motor vehicle body and trailer manufacturing,,340000000.0
2003-08-01,Motor vehicle parts manufacturing,,2454000000.0
2003-08-01,Aerospace product and parts manufacturing,,1383000000.0
2003-08-01,Railroad rolling stock manufacturing,,207000000.0
2003-08-01,Ship and boat building,,191000000.0
2003-08-01,Other transportation equipment manufacturing,,281000000.0
2003-08-01,Furniture and related product manufacturing,,1332000000.0
2003-08-01,Miscellaneous manufacturing,,1078000000.0
2003-09-01,"Total, durable and non-durable goods",,59016000000.0
2003-09-01,Non-durable goods,,27507000000.0
2003-09-01,Food manufacturing,,7038000000.0
2003-09-01,Beverage and tobacco product manufacturing,,1443000000.0
2003-09-01,Textile mills,,349000000.0
2003-09-01,Textile product mills,,302000000.0
2003-09-01,Apparel manufacturing,,679000000.0
2003-09-01,Leather and allied product manufacturing,,80000000.0
2003-09-01,Paper manufacturing,,3039000000.0
2003-09-01,Printing and related support activities,,1138000000.0
2003-09-01,Petroleum and coal products manufacturing,,5541000000.0
2003-09-01,Chemical manufacturing,,5001000000.0
2003-09-01,Plastics and rubber products manufacturing,,2898000000.0
2003-09-01,Durable goods,,31509000000.0
2003-09-01,Wood product manufacturing,,3062000000.0
2003-09-01,Non-metallic mineral product manufacturing,,1331000000.0
2003-09-01,Primary metal manufacturing,,5072000000.0
2003-09-01,Fabricated metal product manufacturing,,3699000000.0
2003-09-01,Machinery manufacturing,,2925000000.0
2003-09-01,Computer and electronic product manufacturing,,1893000000.0
2003-09-01,"Electrical equipment, appliance and component manufacturing",,1058000000.0
2003-09-01,Transportation equipment manufacturing,,9994000000.0
2003-09-01,Motor vehicle manufacturing,,5007000000.0
2003-09-01,Motor vehicle body and trailer manufacturing,,313000000.0
2003-09-01,Motor vehicle parts manufacturing,,2737000000.0
2003-09-01,Aerospace product and parts manufacturing,,1202000000.0
2003-09-01,Railroad rolling stock manufacturing,,250000000.0
2003-09-01,Ship and boat building,,195000000.0
2003-09-01,Other transportation equipment manufacturing,,291000000.0
2003-09-01,Furniture and related product manufacturing,,1395000000.0
2003-09-01,Miscellaneous manufacturing,,1079000000.0
2003-10-01,"Total, durable and non-durable goods",,59093000000.0
2003-10-01,Non-durable goods,,27819000000.0
2003-10-01,Food manufacturing,,7223000000.0
2003-10-01,Beverage and tobacco product manufacturing,,1469000000.0
2003-10-01,Textile mills,,336000000.0
2003-10-01,Textile product mills,,300000000.0
2003-10-01,Apparel manufacturing,,673000000.0
2003-10-01,Leather and allied product manufacturing,,77000000.0
2003-10-01,Paper manufacturing,,2990000000.0
2003-10-01,Printing and related support activities,,1138000000.0
2003-10-01,Petroleum and coal products manufacturing,,5647000000.0
2003-10-01,Chemical manufacturing,,5082000000.0
2003-10-01,Plastics and rubber products manufacturing,,2884000000.0
2003-10-01,Durable goods,,31274000000.0
2003-10-01,Wood product manufacturing,,3153000000.0
2003-10-01,Non-metallic mineral product manufacturing,,1323000000.0
2003-10-01,Primary metal manufacturing,,4950000000.0
2003-10-01,Fabricated metal product manufacturing,,3715000000.0
2003-10-01,Machinery manufacturing,,2933000000.0
2003-10-01,Computer and electronic product manufacturing,,1715000000.0
2003-10-01,"Electrical equipment, appliance and component manufacturing",,1032000000.0
2003-10-01,Transportation equipment manufacturing,,9971000000.0
2003-10-01,Motor vehicle manufacturing,,4896000000.0
2003-10-01,Motor vehicle body and trailer manufacturing,,336000000.0
2003-10-01,Motor vehicle parts manufacturing,,2828000000.0
2003-10-01,Aerospace product and parts manufacturing,,1235000000.0
2003-10-01,Railroad rolling stock manufacturing,,242000000.0
2003-10-01,Ship and boat building,,198000000.0
2003-10-01,Other transportation equipment manufacturing,,237000000.0
2003-10-01,Furniture and related product manufacturing,,1330000000.0
2003-10-01,Miscellaneous manufacturing,,1152000000.0
2003-11-01,"Total, durable and non-durable goods",,59624000000.0
2003-11-01,Non-durable goods,,27991000000.0
2003-11-01,Food manufacturing,,7063000000.0
2003-11-01,Beverage and tobacco product manufacturing,,1480000000.0
2003-11-01,Textile mills,,344000000.0
2003-11-01,Textile product mills,,292000000.0
2003-11-01,Apparel manufacturing,,662000000.0
2003-11-01,Leather and allied product manufacturing,,87000000.0
2003-11-01,Paper manufacturing,,3009000000.0
2003-11-01,Printing and related support activities,,1178000000.0
2003-11-01,Petroleum and coal products manufacturing,,5784000000.0
2003-11-01,Chemical manufacturing,,5184000000.0
2003-11-01,Plastics and rubber products manufacturing,,2908000000.0
2003-11-01,Durable goods,,31633000000.0
2003-11-01,Wood product manufacturing,,3213000000.0
2003-11-01,Non-metallic mineral product manufacturing,,1318000000.0
2003-11-01,Primary metal manufacturing,,4819000000.0
2003-11-01,Fabricated metal product manufacturing,,3658000000.0
2003-11-01,Machinery manufacturing,,2912000000.0
2003-11-01,Computer and electronic product manufacturing,,1918000000.0
2003-11-01,"Electrical equipment, appliance and component manufacturing",,1058000000.0
2003-11-01,Transportation equipment manufacturing,,10233000000.0
2003-11-01,Motor vehicle manufacturing,,4969000000.0
2003-11-01,Motor vehicle body and trailer manufacturing,,312000000.0
2003-11-01,Motor vehicle parts manufacturing,,2851000000.0
2003-11-01,Aerospace product and parts manufacturing,,1328000000.0
2003-11-01,Railroad rolling stock manufacturing,,284000000.0
2003-11-01,Ship and boat building,,193000000.0
2003-11-01,Other transportation equipment manufacturing,,295000000.0
2003-11-01,Furniture and related product manufacturing,,1364000000.0
2003-11-01,Miscellaneous manufacturing,,1139000000.0
2003-12-01,"Total, durable and non-durable goods",,58938000000.0
2003-12-01,Non-durable goods,,27634000000.0
2003-12-01,Food manufacturing,,6940000000.0
2003-12-01,Beverage and tobacco product manufacturing,,1444000000.0
2003-12-01,Textile mills,,340000000.0
2003-12-01,Textile product mills,,285000000.0
2003-12-01,Apparel manufacturing,,673000000.0
2003-12-01,Leather and allied product manufacturing,,130000000.0
2003-12-01,Paper manufacturing,,2969000000.0
2003-12-01,Printing and related support activities,,1172000000.0
2003-12-01,Petroleum and coal products manufacturing,,5599000000.0
2003-12-01,Chemical manufacturing,,5201000000.0
2003-12-01,Plastics and rubber products manufacturing,,2882000000.0
2003-12-01,Durable goods,,31303000000.0
2003-12-01,Wood product manufacturing,,3031000000.0
2003-12-01,Non-metallic mineral product manufacturing,,1321000000.0
2003-12-01,Primary metal manufacturing,,4803000000.0
2003-12-01,Fabricated metal product manufacturing,,3662000000.0
2003-12-01,Machinery manufacturing,,2854000000.0
2003-12-01,Computer and electronic product manufacturing,,1789000000.0
2003-12-01,"Electrical equipment, appliance and component manufacturing",,1042000000.0
2003-12-01,Transportation equipment manufacturing,,10252000000.0
2003-12-01,Motor vehicle manufacturing,,4998000000.0
2003-12-01,Motor vehicle body and trailer manufacturing,,336000000.0
2003-12-01,Motor vehicle parts manufacturing,,2861000000.0
2003-12-01,Aerospace product and parts manufacturing,,1300000000.0
2003-12-01,Railroad rolling stock manufacturing,,282000000.0
2003-12-01,Ship and boat building,,223000000.0
2003-12-01,Other transportation equipment manufacturing,,253000000.0
2003-12-01,Furniture and related product manufacturing,,1426000000.0
2003-12-01,Miscellaneous manufacturing,,1122000000.0
2004-01-01,"Total, durable and non-durable goods",,57823000000.0
2004-01-01,Non-durable goods,,27740000000.0
2004-01-01,Food manufacturing,,7004000000.0
2004-01-01,Beverage and tobacco product manufacturing,,1482000000.0
2004-01-01,Textile mills,,327000000.0
2004-01-01,Textile product mills,,272000000.0
2004-01-01,Apparel manufacturing,,647000000.0
2004-01-01,Leather and allied product manufacturing,,65000000.0
2004-01-01,Paper manufacturing,,3089000000.0
2004-01-01,Printing and related support activities,,1117000000.0
2004-01-01,Petroleum and coal products manufacturing,,5985000000.0
2004-01-01,Chemical manufacturing,,5017000000.0
2004-01-01,Plastics and rubber products manufacturing,,2734000000.0
2004-01-01,Durable goods,,30082000000.0
2004-01-01,Wood product manufacturing,,2936000000.0
2004-01-01,Non-metallic mineral product manufacturing,,1290000000.0
2004-01-01,Primary metal manufacturing,,4666000000.0
2004-01-01,Fabricated metal product manufacturing,,3256000000.0
2004-01-01,Machinery manufacturing,,2815000000.0
2004-01-01,Computer and electronic product manufacturing,,1825000000.0
2004-01-01,"Electrical equipment, appliance and component manufacturing",,980000000.0
2004-01-01,Transportation equipment manufacturing,,9883000000.0
2004-01-01,Motor vehicle manufacturing,,5084000000.0
2004-01-01,Motor vehicle body and trailer manufacturing,,329000000.0
2004-01-01,Motor vehicle parts manufacturing,,2775000000.0
2004-01-01,Aerospace product and parts manufacturing,,974000000.0
2004-01-01,Railroad rolling stock manufacturing,,219000000.0
2004-01-01,Ship and boat building,,194000000.0
2004-01-01,Other transportation equipment manufacturing,,308000000.0
2004-01-01,Furniture and related product manufacturing,,1368000000.0
